83699285001|Published Only in Database (2005)
94384796001|Published Only in Database (2006)
387911069001|Unpublished
358803851001|Unpublished
149773628001|Unpublished
2425027002|Unpublished
14030497001|Submitted (27-MAR-2001) Institute of Molecular Agrobiology
5457433004|Submitted (06-JUL-1999) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex - FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
15722332001|Unpublished
225184640005|Submitted (29-JAN-2009) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
20803827002|Submitted (07-FEB-2002)
449026320002|Submitted (26-JAN-2013) China
449026491002|Submitted (23-JAN-2013) China
449026565002|Submitted (09-JAN-2013) China
49529273002|Submitted (29-JUN-2004) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
76873893002|Submitted (31-AUG-2006) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
76876834002|Submitted (26-APR-2005) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
103422338002|Submitted (28-APR-2005) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
88758787002|Submitted (29-AUG-2005) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
85813394002|Submitted (10-FEB-2006) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
98985899002|Submitted (18-AUG-2005) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
111147037002|Submitted (30-AUG-2006) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
95101722002|Submitted (26-JUL-2006) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
147846875001|Submitted (19-MAY-2006) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
148291314002|Submitted (13-NOV-2009) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
133737197002|Submitted (12-MAR-2007) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
146189981002|Submitted (21-NOV-2006) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
169239053002|Submitted (22-MAR-2007) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
169239075002|Submitted (29-OCT-2007) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
169147024002|Submitted (25-FEB-2008) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
160419857002|Submitted (05-JUN-2007) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
169219261002|Submitted (29-FEB-2008) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
167729007002|Submitted (24-JUL-2007) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex -FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
170937689002|Submitted (07-JAN-2008) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
220979952002|Submitted (23-JAN-2008) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
222031834002|Submitted (24-NOV-2010) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
206588272002|Submitted (09-DEC-2008) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
226885218002|Submitted (15-APR-2008) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
218350150001|Submitted (15-DEC-2008) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex - FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
218350208001|Submitted (14-DEC-2008) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
218349681002|Submitted (15-DEC-2008) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
66096392001|Unpublished
89740457001|Unpublished
115304412002|Unpublished
115304414002|Unpublished
156630368001|Unpublished
157695991001|Unpublished
187473669002|Submitted (03-DEC-2007) MBARI
171909437002|Unpublished
171909438001|Unpublished
172050755001|Unpublished
190888711002|Unpublished
205362236001|Unpublished
484355510004|Unpublished
213133717001|Unpublished
226432540001|Unpublished
351716053002|Submitted (14-OCT-2011) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex - FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
430001947001|Submitted (15-DEC-2011) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
374843763002|Submitted (06-FEB-2012) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex - FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
448970099002|Submitted (07-FEB-2012) Genoscope - Centre National de Sequencage:	BP 191 91006 EVRY cedex - FRANCE (E-mail: seqref@genoscope.cns.fr -	Web: www.genoscope.cns.fr)
378781357002|Submitted (20-FEB-2012) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex - FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
443900783002|Submitted (13-MAR-2012) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
410810784002|Submitted (23-MAR-2012) Genoscope - Centre National de Sequencage:	BP 191 91006 EVRY cedex - FRANCE (E-mail: seqref@genoscope.cns.fr -	Web: www.genoscope.cns.fr)
410810786002|Submitted (27-MAR-2012) Genoscope - Centre National de Sequencage:	BP 191 91006 EVRY cedex - FRANCE (E-mail: seqref@genoscope.cns.fr -	Web: www.genoscope.cns.fr)
388483940002|Submitted (22-MAY-2012) Genoscope - CEA (Commissariat a l'energie	atomique et aux energies alternatives) : BP 191 91006 EVRY cedex -	FRANCE (E-mail : seqref@genoscope.cns.fr - Web :	www.genoscope.cns.fr)
499527235002|Submitted (09-MAY-2012) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
499527875002|Submitted (15-MAY-2012) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
432152694002|Submitted (13-AUG-2012) Genoscope - CEA (Commissariat a l'energie	atomique et aux energies alternatives) : BP 191 91006 EVRY cedex -	FRANCE (E-mail : seqref@genoscope.cns.fr - Web :	www.genoscope.cns.fr)
432164605002|Submitted (13-AUG-2012) Genoscope - CEA (Commissariat a l'energie	atomique et aux energies alternatives) : BP 191 91006 EVRY cedex -	FRANCE (E-mail : seqref@genoscope.cns.fr - Web :	www.genoscope.cns.fr)
432168615001|Submitted (22-OCT-2012) Genoscope - CEA (Commissariat a l'energie	atomique et aux energies alternatives) : BP 191 91006 EVRY cedex -	FRANCE (E-mail : seqref@genoscope.cns.fr - Web :	www.genoscope.cns.fr)
413958115001|Submitted (09-NOV-2012) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
491104285002|Submitted (23-NOV-2012) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
254265931002|Submitted (15-JUL-2009) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
268322399002|Submitted (12-FEB-2009) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex - FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
240247711002|Submitted (02-APR-2009) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
295798180001|Submitted (14-MAY-2009) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
295798213001|Submitted (25-MAY-2009) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
295798252001|Submitted (11-MAY-2009) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
300423572001|Submitted (09-JUL-2009) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
294338440001|Submitted (22-JUL-2010) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
339730808002|Submitted (10-JUL-2009) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
283472039002|Submitted (20-MAY-2009) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
308824094001|Submitted (01-OCT-2010) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
294342039002|Submitted (02-APR-2010) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex - FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
290752266001|Submitted (13-NOV-2009) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex - FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
299073265002|Submitted (03-FEB-2010) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
299075079002|Submitted (11-MAY-2010) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
299070035002|Submitted (02-FEB-2010) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex - FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
299076774002|Submitted (11-MAY-2010) to the INSDC. Genoscope - Centre National	de Sequencage : BP 191 91006 EVRY cedex - FRANCE (E-mail :	seqref@genoscope.cns.fr - Web : www.genoscope.cns.fr)
299073288002|Submitted (02-FEB-2010) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
323669017001|Submitted (18-FEB-2010) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
300603458002|Submitted (10-MAR-2010) Genoscope - Centre National de Sequencage :	BP 191 91006 EVRY cedex - FRANCE (E-mail : seqref@genoscope.cns.fr	- Web : www.genoscope.cns.fr)
